"Gene","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"TNFRSF13B",-0.888733353569195,3.86135231201955,-4.62136135077407,4.87859113086255e-06,0.0186305209804866,3.78788252479236
"STAP1",-0.757655806582963,4.16868131838339,-4.62058316906842,4.89615895127444e-06,0.0186305209804866,3.78469398376194
"CD19",-1.04059070911247,5.25201002806302,-4.57390725110892,6.06857360927903e-06,0.0186305209804866,3.59433765080228
"LINC00494",-0.742325102696306,2.38068772907711,-4.44509491361751,1.08703806419612e-05,0.0187963384081825,3.07817137323912
"KIAA0125",-0.921569591635304,5.82141918310117,-4.44302757846101,1.09713013243743e-05,0.0187963384081825,3.06999738251587
"CBX7",-0.440393000927044,9.12895423990959,-4.41839115260696,1.22451716014218e-05,0.0187963384081825,2.97285639601946
"FGD3",-0.468708055233321,7.86160044602533,-4.37352756615011,1.49371200557936e-05,0.019652982244837,2.79723405745616
"CD79A",-0.85807019460214,8.51196673574191,-4.28054555965829,2.24269799841942e-05,0.0206997206401867,2.4385012463563
"TMEM130",-0.954817932232909,7.07510670660484,-4.2664779041734,2.38339977113063e-05,0.0206997206401867,2.38484597806525
"PATL2",-0.632075245417482,3.99104545770373,-4.22906640144567,2.79974403356693e-05,0.0206997206401867,2.24294899037927
"TNFRSF13C",-0.670674252864833,3.3958243893514,-4.22041864702895,2.90540800940488e-05,0.0206997206401867,2.21031352126526
"SEPT1",-0.541998240849001,7.47682591664995,-4.20226519475462,3.139719227272e-05,0.0206997206401867,2.14200580324924
"CD27",-0.64644904871503,7.78298110686468,-4.1908011471864,3.29685179386639e-05,0.0206997206401867,2.09900930203746
"ACSS1",-0.537224170043315,9.64990761029038,-4.18771876259685,3.34036219570833e-05,0.0206997206401867,2.08746720604717
"PBX4",-0.473680477505416,4.67274527527111,-4.18055956470724,3.44354103878092e-05,0.0206997206401867,2.06068968136041
"MEI1",-0.620614083315392,6.67750203169125,-4.16407169345066,3.69283550158556e-05,0.0206997206401867,1.99918156302464
"DHDH",-0.660108659194777,4.66021271422518,-4.1545606789424,3.84436113178348e-05,0.0206997206401867,1.96380309042532
"PNOC",-0.744771450791415,4.42859586481561,-4.12874748344831,4.28601197268478e-05,0.0206997206401867,1.86816286960405
"DNAH8",-0.512190385982723,1.84429165890684,-4.1275466372991,4.3076904659965e-05,0.0206997206401867,1.86372708569834
"TNFRSF17",-0.821935383993356,5.48466363178895,-4.11740120243352,4.49505334206009e-05,0.0206997206401867,1.82629884048741
"SNAI3",-0.421116353918749,5.258176465119,-4.09194310601075,4.99993741284269e-05,0.0219282969391815,1.73275614028546
"RAET1E",0.771103046830304,3.57649724998441,4.0628904216959,5.6419243528969e-05,0.0219363444059379,1.62666428219648
"DERL3",-0.606093955456997,9.19141361365454,-4.05824428626345,5.75159124423013e-05,0.0219363444059379,1.60976315449671
"CD79B",-0.648769184409484,6.74385167347024,-4.04857295004548,5.98640201235832e-05,0.0219363444059379,1.5746396829252
"GHRL",-0.533397759023833,2.65289062429328,-4.04140214020026,6.16635046157447e-05,0.0219363444059379,1.54864773841973
"AMPD1",-0.779197088489625,3.21044090781292,-4.04037000541083,6.19267051633426e-05,0.0219363444059379,1.54491010286105
"CCDC154",-0.759790506333278,3.2417090686073,-3.98902202014169,7.6454232103412e-05,0.0257429575275728,1.36008806015709
"ANKRD36BP2",-0.85435874593935,5.7463504710923,-3.97405930511275,8.12617782295258e-05,0.0257429575275728,1.3066458874166
"POU2AF1",-0.774008359416902,8.28587104152722,-3.96951043765374,8.27792511833853e-05,0.0257429575275728,1.290435883531
"IGFBP1",1.00544755056932,2.16742271102656,3.96297061661166,8.50080341140406e-05,0.0257429575275728,1.26716142412213
"DAPK2",-0.503244523538496,8.12017274769126,-3.95826040486062,8.66483912437305e-05,0.0257429575275728,1.25042051947719
"RNASE1",-0.638862158396346,12.8881749906682,-3.93476322180601,9.52893670432444e-05,0.0272300243559214,1.16718518345254
"HOXA11",0.860245798468132,1.6835298913341,3.92890655411919,9.75668625130735e-05,0.0272300243559214,1.14651086741133
"IL9R",-0.502118109776249,3.16781285628056,-3.90280682791149,0.000108357722773074,0.029352194904118,1.05472758681076
"CTSH",-0.575251961819065,12.7334324907102,-3.88455321679186,0.000116565619127688,0.0306734100618858,0.990876280328849
"ZC3HAV1L",0.405066236169551,5.72190608797183,3.86186670257588,0.000127587532066543,0.0326411436203572,0.911909165779623
"ITGAD",-0.6467043848335,2.35924702599872,-3.85369172241055,0.000131795370253288,0.032806361081967,0.883559902136063
"FAAH",-0.408500359343927,8.46873396679174,-3.84629655596056,0.000135714508467517,0.0328929111312061,0.857963369080263
"TTC21A",-0.467546484445092,6.18119886090159,-3.83115494989456,0.000144085109885922,0.0330950665904354,0.805698226876943
"PM20D1",-0.509568118979868,1.73885135636306,-3.82263673331275,0.000149006128002352,0.0330950665904354,0.776380369175275
"CCDC88B",-0.439193106964576,8.76285557166024,-3.82150648647713,0.000149670880178212,0.0330950665904354,0.772494902940347
"FCRL3",-0.735858825209123,4.61632924865597,-3.80666609258468,0.000158663128596705,0.0330950665904354,0.721577850569557
"CLEC17A",-0.640021511191552,2.68012018272889,-3.80495155662078,0.00015973427527841,0.0330950665904354,0.715707294881962
"ADAM6",-0.781048657486808,16.1366613575008,-3.80259192186959,0.000161219609134273,0.0330950665904354,0.70763198494659
"SPIB",-0.727943688098988,5.36373499175766,-3.80104786956254,0.000162198599143015,0.0330950665904354,0.702350363915358
"TMEM125",-0.484242260809002,10.4946430949369,-3.79030481384544,0.000169167050942558,0.0330950665904354,0.665658159630153
"IGJ",-0.760612160980088,12.5416970057797,-3.78788766704586,0.000170773388451175,0.0330950665904354,0.657415988648795
"P2RY8",-0.480294372403209,7.21149604036645,-3.78533941220208,0.000172482431741683,0.0330950665904354,0.648732101248724
"PCP2",-0.606227359138772,2.72373475219345,-3.770082556514,0.000183057056444944,0.033865390599274,0.596854927084926
"FCRLA",-0.787974256906351,5.54258533220588,-3.76897059695603,0.000183851197607351,0.033865390599274,0.59308167773587
"TXNDC3",-0.413744513357817,1.88831809678294,-3.73224436008335,0.000211981805179731,0.0380679052333986,0.469045317687152
"LAT",-0.446113640164759,7.38433409022032,-3.72866201252446,0.000214932798277604,0.0380679052333986,0.457007714049768
"GPR55",-0.464904018912778,3.78016405735019,-3.71387747528345,0.000227525952625113,0.0386657542602107,0.407442968827455
"ST3GAL6",-0.40633889525008,6.67811044727595,-3.70864586588065,0.000232146170287938,0.0386657542602107,0.389948540797874
"LY9",-0.525769203882253,6.27281740426903,-3.70585099738503,0.000234650466832892,0.0386657542602107,0.380612054096592
"AMY2B",-0.637978528689432,7.18947423383691,-3.7053509267642,0.000235101220257525,0.0386657542602107,0.378942226213966
"ZNF80",-0.565564093726364,2.59293128571962,-3.6862357683802,0.000252955055644039,0.04010032936977,0.315272292678318
"MAP4K1",-0.492318164505061,7.50421155448134,-3.68455373073747,0.000254585704018566,0.04010032936977,0.309684507978529
"FAM183B",-0.490153246035431,1.70436426480276,-3.68219816158364,0.000256885931901893,0.04010032936977,0.301863267905078
"FCRL5",-0.769662723291982,7.21583132167353,-3.67624392134263,0.000262787743006447,0.0403379185514896,0.282114306721622
"BLK",-0.799295980267104,4.80990966344967,-3.66529904672471,0.00027397025432233,0.0412328550131556,0.245891037851977
"FCRL2",-0.756676532029141,5.02758276609347,-3.66186327555216,0.000277571879567388,0.0412328550131556,0.234540971497477
"ZNF879",-0.414881706534639,5.5999334123048,-3.64376905545913,0.000297285403758545,0.0429470180189795,0.17493237456148
"TMEM22",0.533632803850208,6.58365924421299,3.63876038195576,0.00030297043221221,0.0429470180189795,0.158481299167986
"ELOVL6",0.659783481457024,7.54223849097679,3.63540285542333,0.000306838349695538,0.0429470180189795,0.147465398251453
"ARHGAP11A",0.431715921906862,8.18757855531803,3.63175300634503,0.000311095614940073,0.0429470180189795,0.135501285353866
"CEMP1",-0.347144484216718,7.14055261057429,-3.6297511791877,0.000313454084016846,0.0429470180189795,0.128944162698811
"GRAP2",-0.48531419067992,5.65487188205705,-3.62361299463441,0.00032079093810968,0.0429470180189795,0.108859390087813
"SLC18A2",-0.708092570985235,4.11604243544962,-3.62281798690099,0.000321752903725253,0.0429470180189795,0.106260389968689
"OPRK1",-0.967677319242834,2.54129321484036,-3.61614648946896,0.000329932860570568,0.0431485400457129,0.0844714754311005
"TRAF3IP3",-0.451489119777444,7.07209650690205,-3.61304069800079,0.000333807113735704,0.0431485400457129,0.07434098749418
"LINC00926",-0.562747440071818,5.29057860517618,-3.61025561729805,0.000337317576904596,0.0431485400457129,0.06526358614075
"MS4A1",-0.918567425633266,6.67838791945145,-3.60135449820252,0.00034877073452733,0.0438497961152335,0.0362965383402747
"HLA-DOB",-0.536498392541387,7.12838893633954,-3.595367984027,0.000356677771601732,0.0438497961152335,0.0168525271730768
"ZMYND12",-0.483020258911057,5.61976854377321,-3.59506452252426,0.000357083030254344,0.0438497961152335,0.0158677075715952
"PABPC3",0.34939991677656,8.6131095945395,3.5873806119222,0.000367489610228488,0.0445339382921628,-0.00904261051941102
"MGC29506",-0.736669494223421,8.93759668967296,-3.58098910168334,0.000376361838139896,0.0450167860943953,-0.0297247445516406
"KLK6",1.26528305555414,3.51755941569966,3.57662122156359,0.000382540105895745,0.0451691586576899,-0.0438386092288701
"ARHGAP15",-0.428712654084708,6.42760162849136,-3.5532954651988,0.000417175219081979,0.0476215447568203,-0.118934982967222
"GPRIN2",-0.654852098388778,7.76419426889788,-3.54470371047076,0.000430657076244963,0.0476215447568203,-0.146478663252324
"FAM83A-AS1",0.685539654560026,4.12999710706217,3.54233651877546,0.000434442658202146,0.0476215447568203,-0.154056382956997
"PLEKHB1",-0.505293380274436,9.22665161511053,-3.53999448185711,0.000438218660519578,0.0476215447568203,-0.161548863755033
"INPP5J",-0.516723045994524,6.67439731497556,-3.53910284770984,0.000439664277720132,0.0476215447568203,-0.164400084726188
"YPEL1",-0.332786563564357,8.0240307710808,-3.53820379105285,0.000441126449298233,0.0476215447568203,-0.167274352677279
"CHADL",-0.472708290499206,5.80951374140185,-3.53558232144877,0.000445415883310109,0.0476215447568203,-0.175651197677387
"ZNF287",-0.360952709987413,6.19459653671907,-3.53340949531684,0.000449000779086009,0.0476215447568203,-0.182589958326511
"LINC00426",-0.420574841691423,3.85336284828241,-3.52611680491417,0.000461231257899141,0.0476215447568203,-0.20584910569839
"AVIL",-0.560536434406599,5.6557272298523,-3.5251786311172,0.000462827101684103,0.0476215447568203,-0.208837993478705
"ARHGAP9",-0.430899298910569,7.93974779374674,-3.52433398204032,0.000464268277979232,0.0476215447568203,-0.211528280603137
"CLCNKA",-0.6803818402135,3.03598295453572,-3.5193949202308,0.000472779944560658,0.0476215447568203,-0.227247436524597
"LAX1",-0.582824833130987,6.29134999649252,-3.51549904911045,0.000479596618807334,0.0476215447568203,-0.239631783637194
"ACSM5",-0.569793468890227,3.08498707892582,-3.51479323020532,0.000480841399003058,0.0476215447568203,-0.241874078186561
"KLRK1",-0.554061819041391,6.1292347817242,-3.51477758858831,0.000480869018717078,0.0476215447568203,-0.24192376473232
"BMS1P20",-0.705428972849662,14.9269731077825,-3.50220417777318,0.000503557488496726,0.0493379198835622,-0.281796201857134
